Year,State,Month,Number of Fires,Date Reported
2011,Pernambuco,June,4,1/01/2011
2012,Pernambuco,June,12,1/01/2012
2013,Pernambuco,June,12,1/01/2013
2014,Pernambuco,June,3,1/01/2014
2015,Pernambuco,June,3,1/01/2015
2016,Pernambuco,June,4,1/01/2016
2017,Pernambuco,June,5,1/01/2017
1998,Pernambuco,July,5,1/01/1998
1999,Pernambuco,July,2,1/01/1999
2000,Pernambuco,July,0,1/01/2000
2001,Pernambuco,July,6,1/01/2001
2002,Pernambuco,July,8,1/01/2002
2003,Pernambuco,July,5,1/01/2003
2004,Pernambuco,July,13,1/01/2004
2005,Pernambuco,July,1,1/01/2005
2006,Pernambuco,July,1,1/01/2006
2007,Pernambuco,July,3,1/01/2007
2008,Pernambuco,July,0,1/01/2008
2009,Pernambuco,July,1,1/01/2009
2010,Pernambuco,July,7,1/01/2010
2011,Pernambuco,July,2,1/01/2011
2012,Pernambuco,July,11,1/01/2012
2013,Pernambuco,July,4,1/01/2013
2014,Pernambuco,July,11,1/01/2014
2015,Pernambuco,July,13,1/01/2015
2016,Pernambuco,July,17,1/01/2016
2017,Pernambuco,July,2,1/01/2017
1998,Pernambuco,August,12,1/01/1998
1999,Pernambuco,August,3,1/01/1999
2000,Pernambuco,August,31,1/01/2000
2001,Pernambuco,August,27,1/01/2001
2002,Pernambuco,August,37,1/01/2002
2003,Pernambuco,August,26,1/01/2003
2004,Pernambuco,August,41,1/01/2004
2005,Pernambuco,August,10,1/01/2005
2006,Pernambuco,August,8,1/01/2006
2007,Pernambuco,August,20,1/01/2007
2008,Pernambuco,August,2,1/01/2008
2009,Pernambuco,August,10,1/01/2009
2010,Pernambuco,August,29,1/01/2010
2011,Pernambuco,August,27,1/01/2011
2012,Pernambuco,August,27,1/01/2012
2013,Pernambuco,August,14,1/01/2013
2014,Pernambuco,August,23,1/01/2014
2015,Pernambuco,August,21,1/01/2015
2016,Pernambuco,August,42,1/01/2016
2017,Pernambuco,August,20,1/01/2017
1998,Pernambuco,September,177,1/01/1998
1999,Pernambuco,September,64,1/01/1999
2000,Pernambuco,September,130,1/01/2000
2001,Pernambuco,September,298,1/01/2001
2002,Pernambuco,September,374,1/01/2002
2003,Pernambuco,September,510,1/01/2003
2004,Pernambuco,September,192,1/01/2004
2005,Pernambuco,September,154,1/01/2005
2006,Pernambuco,September,147,1/01/2006
2007,Pernambuco,September,164,1/01/2007
2008,Pernambuco,September,92,1/01/2008
2009,Pernambuco,September,164,1/01/2009
2010,Pernambuco,September,179,1/01/2010
2011,Pernambuco,September,243,1/01/2011
2012,Pernambuco,September,192,1/01/2012
2013,Pernambuco,September,143,1/01/2013
2014,Pernambuco,September,63,1/01/2014
2015,Pernambuco,September,116,1/01/2015
2016,Pernambuco,September,171,1/01/2016
2017,Pernambuco,September,69,1/01/2017
1998,Pernambuco,October,372,1/01/1998
1999,Pernambuco,October,180,1/01/1999
2000,Pernambuco,October,411,1/01/2000
2001,Pernambuco,October,461,1/01/2001
2002,Pernambuco,October,638,1/01/2002
2003,Pernambuco,October,859,1/01/2003
2004,Pernambuco,October,545,1/01/2004
2005,Pernambuco,October,408,1/01/2005
2006,Pernambuco,October,310,1/01/2006
2007,Pernambuco,October,702,1/01/2007
2008,Pernambuco,October,274,1/01/2008
2009,Pernambuco,October,254,1/01/2009
2010,Pernambuco,October,347,1/01/2010
2011,Pernambuco,October,461,1/01/2011
2012,Pernambuco,October,222,1/01/2012
2013,Pernambuco,October,161,1/01/2013
2014,Pernambuco,October,174,1/01/2014
2015,Pernambuco,October,194,1/01/2015
2016,Pernambuco,October,319,1/01/2016
2017,Pernambuco,October,256,1/01/2017
1998,Pernambuco,November,141,1/01/1998
1999,Pernambuco,November,41,1/01/1999
2000,Pernambuco,November,64,1/01/2000
2001,Pernambuco,November,208,1/01/2001
2002,Pernambuco,November,521,1/01/2002
2003,Pernambuco,November,560,1/01/2003
2004,Pernambuco,November,465,1/01/2004
2005,Pernambuco,November,452,1/01/2005
2006,Pernambuco,November,385,1/01/2006
2007,Pernambuco,November,359,1/01/2007
2008,Pernambuco,November,363,1/01/2008
2009,Pernambuco,November,486,1/01/2009
2010,Pernambuco,November,831,1/01/2010
2011,Pernambuco,November,352,1/01/2011
2012,Pernambuco,November,181,1/01/2012
2013,Pernambuco,November,110,1/01/2013
2014,Pernambuco,November,111,1/01/2014
2015,Pernambuco,November,315,1/01/2015
2016,Pernambuco,November,191,1/01/2016
2017,Pernambuco,November,66,1/01/2017
1998,Pernambuco,December,59,1/01/1998
1999,Pernambuco,December,16,1/01/1999
2000,Pernambuco,December,22,1/01/2000
2001,Pernambuco,December,62,1/01/2001
2002,Pernambuco,December,259,1/01/2002
2003,Pernambuco,December,229,1/01/2003
2004,Pernambuco,December,373,1/01/2004
2005,Pernambuco,December,191,1/01/2005
2006,Pernambuco,December,207,1/01/2006
2007,Pernambuco,December,200,1/01/2007
2008,Pernambuco,December,203,1/01/2008
2009,Pernambuco,December,351,1/01/2009
2010,Pernambuco,December,117,1/01/2010
2011,Pernambuco,December,364,1/01/2011
2012,Pernambuco,December,108,1/01/2012
2013,Pernambuco,December,141,1/01/2013
2014,Pernambuco,December,101,1/01/2014
2015,Pernambuco,December,176,1/01/2015
2016,Pernambuco,December,161,1/01/2016
1998,Piauí,January,0,1/01/1998
1999,Piauí,January,21,1/01/1999
2000,Piauí,January,5,1/01/2000
2001,Piauí,January,29,1/01/2001
2002,Piauí,January,33,1/01/2002
2003,Piauí,January,86,1/01/2003
2004,Piauí,January,42,1/01/2004
2005,Piauí,January,94,1/01/2005
2006,Piauí,January,133,1/01/2006
2007,Piauí,January,123,1/01/2007
2008,Piauí,January,61,1/01/2008
2009,Piauí,January,79,1/01/2009
2010,Piauí,January,99,1/01/2010
2011,Piauí,January,39,1/01/2011
2012,Piauí,January,80,1/01/2012
2013,Piauí,January,72,1/01/2013
2014,Piauí,January,79,1/01/2014
2015,Piauí,January,92,1/01/2015
2016,Piauí,January,94,1/01/2016
2017,Piauí,January,85,1/01/2017
1998,Piauí,February,0,1/01/1998
1999,Piauí,February,22,1/01/1999
2000,Piauí,February,12,1/01/2000
2001,Piauí,February,0,1/01/2001
2002,Piauí,February,160,1/01/2002
2003,Piauí,February,3,1/01/2003
2004,Piauí,February,20,1/01/2004
2005,Piauí,February,26,1/01/2005
2006,Piauí,February,23,1/01/2006
2007,Piauí,February,11,1/01/2007
2008,Piauí,February,21,1/01/2008
2009,Piauí,February,19,1/01/2009
2010,Piauí,February,54,1/01/2010
2011,Piauí,February,11,1/01/2011
2012,Piauí,February,31,1/01/2012
2013,Piauí,February,68,1/01/2013
2014,Piauí,February,14,1/01/2014
2015,Piauí,February,38,1/01/2015
2016,Piauí,February,97,1/01/2016
2017,Piauí,February,24,1/01/2017
1998,Piauí,March,0,1/01/1998
1999,Piauí,March,4,1/01/1999
2000,Piauí,March,14,1/01/2000
2001,Piauí,March,2,1/01/2001
2002,Piauí,March,63,1/01/2002
2003,Piauí,March,15,1/01/2003
2004,Piauí,March,27,1/01/2004
2005,Piauí,March,13,1/01/2005
2006,Piauí,March,18,1/01/2006
2007,Piauí,March,31,1/01/2007
2008,Piauí,March,4,1/01/2008
2009,Piauí,March,17,1/01/2009
2010,Piauí,March,47,1/01/2010
2011,Piauí,March,15,1/01/2011
2012,Piauí,March,71,1/01/2012
2013,Piauí,March,14,1/01/2013
2014,Piauí,March,88,1/01/2014
2015,Piauí,March,35,1/01/2015
2016,Piauí,March,53,1/01/2016
2017,Piauí,March,25,1/01/2017
1998,Piauí,April,0,1/01/1998
1999,Piauí,April,10,1/01/1999
2000,Piauí,April,15,1/01/2000
2001,Piauí,April,1,1/01/2001
2002,Piauí,April,87,1/01/2002
2003,Piauí,April,22,1/01/2003
2004,Piauí,April,10,1/01/2004
2005,Piauí,April,3,1/01/2005
2006,Piauí,April,1,1/01/2006
2007,Piauí,April,9,1/01/2007
2008,Piauí,April,7,1/01/2008
2009,Piauí,April,8,1/01/2009
2010,Piauí,April,56,1/01/2010
2011,Piauí,April,16,1/01/2011
2012,Piauí,April,119,1/01/2012
2013,Piauí,April,34,1/01/2013
2014,Piauí,April,63,1/01/2014
2015,Piauí,April,50,1/01/2015
2016,Piauí,April,35,1/01/2016
2017,Piauí,April,25,1/01/2017
1998,Piauí,May,0,1/01/1998
1999,Piauí,May,8,1/01/1999
2000,Piauí,May,25,1/01/2000
2001,Piauí,May,36,1/01/2001
2002,Piauí,May,84,1/01/2002
2003,Piauí,May,13,1/01/2003
2004,Piauí,May,80,1/01/2004
2005,Piauí,May,22,1/01/2005
2006,Piauí,May,0,1/01/2006
2007,Piauí,May,52,1/01/2007
2008,Piauí,May,12,1/01/2008
2009,Piauí,May,12,1/01/2009
2010,Piauí,May,231,1/01/2010
2011,Piauí,May,77,1/01/2011
2012,Piauí,May,334,1/01/2012
2013,Piauí,May,40,1/01/2013
2014,Piauí,May,138,1/01/2014
2015,Piauí,May,66,1/01/2015
2016,Piauí,May,60,1/01/2016
2017,Piauí,May,36,1/01/2017
1998,Piauí,June,46,1/01/1998
1999,Piauí,June,47,1/01/1999
2000,Piauí,June,18,1/01/2000
2001,Piauí,June,87,1/01/2001
2002,Piauí,June,161,1/01/2002
2003,Piauí,June,88,1/01/2003
2004,Piauí,June,239,1/01/2004
2005,Piauí,June,171,1/01/2005
2006,Piauí,June,40,1/01/2006
2007,Piauí,June,303,1/01/2007
2008,Piauí,June,33,1/01/2008
2009,Piauí,June,56,1/01/2009
2010,Piauí,June,208,1/01/2010
2011,Piauí,June,462,1/01/2011
2012,Piauí,June,834,1/01/2012
2013,Piauí,June,263,1/01/2013
2014,Piauí,June,373,1/01/2014
2015,Piauí,June,283,1/01/2015
2016,Piauí,June,153,1/01/2016
2017,Piauí,June,193,1/01/2017
1998,Piauí,July,189,1/01/1998
1999,Piauí,July,123,1/01/1999
2000,Piauí,July,75,1/01/2000
2001,Piauí,July,337,1/01/2001
2002,Piauí,July,534,1/01/2002
2003,Piauí,July,407,1/01/2003
2004,Piauí,July,564,1/01/2004
2005,Piauí,July,445,1/01/2005
2006,Piauí,July,150,1/01/2006
2007,Piauí,July,919,1/01/2007
2008,Piauí,July,97,1/01/2008
2009,Piauí,July,302,1/01/2009
2010,Piauí,July,1.696,1/01/2010
2011,Piauí,July,864,1/01/2011
2012,Piauí,July,1.755,1/01/2012
2013,Piauí,July,361,1/01/2013
2014,Piauí,July,1.177,1/01/2014
2015,Piauí,July,690,1/01/2015
2016,Piauí,July,754,1/01/2016
2017,Piauí,July,643,1/01/2017
1998,Piauí,August,711,1/01/1998
1999,Piauí,August,499,1/01/1999
2000,Piauí,August,415,1/01/2000
2001,Piauí,August,1.133,1/01/2001
2002,Piauí,August,2.28,1/01/2002
2003,Piauí,August,864,1/01/2003
2004,Piauí,August,1.002,1/01/2004
2005,Piauí,August,943,1/01/2005
2006,Piauí,August,911,1/01/2006
2007,Piauí,August,3.551,1/01/2007
2008,Piauí,August,290,1/01/2008
2009,Piauí,August,790,1/01/2009
2010,Piauí,August,4.035,1/01/2010
2011,Piauí,August,1.958,1/01/2011
2012,Piauí,August,3.614,1/01/2012
2013,Piauí,August,1.015,1/01/2013
2014,Piauí,August,2.265,1/01/2014
2015,Piauí,August,2.057,1/01/2015
2016,Piauí,August,1.647,1/01/2016
2017,Piauí,August,1.572,1/01/2017
1998,Piauí,September,1.991,1/01/1998
1999,Piauí,September,872,1/01/1999
2000,Piauí,September,1.099,1/01/2000
2001,Piauí,September,2.401,1/01/2001
2002,Piauí,September,2.475,1/01/2002
2003,Piauí,September,3.399,1/01/2003
2004,Piauí,September,2.662,1/01/2004
2005,Piauí,September,3.136,1/01/2005
2006,Piauí,September,1.618,1/01/2006
2007,Piauí,September,4.078,1/01/2007
2008,Piauí,September,1.472,1/01/2008
2009,Piauí,September,1.709,1/01/2009
2010,Piauí,September,5.392,1/01/2010
2011,Piauí,September,4.402,1/01/2011
2012,Piauí,September,4.479,1/01/2012
2013,Piauí,September,2.311,1/01/2013
2014,Piauí,September,2.536,1/01/2014
2015,Piauí,September,5.828,1/01/2015
2016,Piauí,September,1.394,1/01/2016
2017,Piauí,September,3.422,1/01/2017
1998,Piauí,October,2.586,1/01/1998
1999,Piauí,October,1.438,1/01/1999
2000,Piauí,October,2.558,1/01/2000
2001,Piauí,October,3.742,1/01/2001
2002,Piauí,October,2.757,1/01/2002
2003,Piauí,October,2.332,1/01/2003
2004,Piauí,October,2.144,1/01/2004
2005,Piauí,October,3.263,1/01/2005
2006,Piauí,October,1.443,1/01/2006
2007,Piauí,October,2.331,1/01/2007
2008,Piauí,October,1.83,1/01/2008
2009,Piauí,October,913,1/01/2009
2010,Piauí,October,3.863,1/01/2010
2011,Piauí,October,1.484,1/01/2011
2012,Piauí,October,2.506,1/01/2012
2013,Piauí,October,1.269,1/01/2013
2014,Piauí,October,1.788,1/01/2014
2015,Piauí,October,4.068,1/01/2015
2016,Piauí,October,2.598,1/01/2016
2017,Piauí,October,3.004,1/01/2017
1998,Piauí,November,424,1/01/1998
1999,Piauí,November,334,1/01/1999
2000,Piauí,November,450,1/01/2000
2001,Piauí,November,1.484,1/01/2001
2002,Piauí,November,1.174,1/01/2002
2003,Piauí,November,1.248,1/01/2003
2004,Piauí,November,1.798,1/01/2004
2005,Piauí,November,1.599,1/01/2005
2006,Piauí,November,740,1/01/2006
2007,Piauí,November,939,1/01/2007
2008,Piauí,November,594,1/01/2008
2009,Piauí,November,1.336,1/01/2009
2010,Piauí,November,1.417,1/01/2010
2011,Piauí,November,825,1/01/2011
2012,Piauí,November,447,1/01/2012
2013,Piauí,November,640,1/01/2013
2014,Piauí,November,717,1/01/2014
2015,Piauí,November,897,1/01/2015
2016,Piauí,November,1.126,1/01/2016
2017,Piauí,November,449,1/01/2017
1998,Piauí,December,119,1/01/1998
1999,Piauí,December,74,1/01/1999
2000,Piauí,December,79,1/01/2000
2001,Piauí,December,230,1/01/2001
2002,Piauí,December,373,1/01/2002
2003,Piauí,December,459,1/01/2003
2004,Piauí,December,788,1/01/2004
2005,Piauí,December,486,1/01/2005
2006,Piauí,December,339,1/01/2006
2007,Piauí,December,317,1/01/2007
2008,Piauí,December,329,1/01/2008
2009,Piauí,December,570,1/01/2009
2010,Piauí,December,357,1/01/2010
2011,Piauí,December,362,1/01/2011
2012,Piauí,December,334,1/01/2012
2013,Piauí,December,468,1/01/2013
2014,Piauí,December,346,1/01/2014
2015,Piauí,December,626,1/01/2015
2016,Piauí,December,374,1/01/2016
1998,Rio de January,January,0,1/01/1998
1999,Rio de January,January,0,1/01/1999
2000,Rio de January,January,0,1/01/2000
2001,Rio de January,January,0,1/01/2001
2002,Rio de January,January,0,1/01/2002
2003,Rio de January,January,0,1/01/2003
2004,Rio de January,January,1,1/01/2004
2005,Rio de January,January,5,1/01/2005
2006,Rio de January,January,12,1/01/2006
2007,Rio de January,January,0,1/01/2007
2008,Rio de January,January,1,1/01/2008
2009,Rio de January,January,3,1/01/2009
2010,Rio de January,January,13,1/01/2010
2011,Rio de January,January,10,1/01/2011
2012,Rio de January,January,12,1/01/2012
2013,Rio de January,January,9,1/01/2013
2014,Rio de January,January,35,1/01/2014
2015,Rio de January,January,97,1/01/2015
2016,Rio de January,January,9,1/01/2016
2017,Rio de January,January,15,1/01/2017
1998,Rio de January,February,0,1/01/1998
1999,Rio de January,February,0,1/01/1999
2000,Rio de January,February,1,1/01/2000
2001,Rio de January,February,3,1/01/2001
2002,Rio de January,February,1,1/01/2002
2003,Rio de January,February,10,1/01/2003
2004,Rio de January,February,8,1/01/2004
2005,Rio de January,February,4,1/01/2005
2006,Rio de January,February,7,1/01/2006
2007,Rio de January,February,15,1/01/2007
2008,Rio de January,February,2,1/01/2008
2009,Rio de January,February,5,1/01/2009
2010,Rio de January,February,73,1/01/2010
2011,Rio de January,February,36,1/01/2011
2012,Rio de January,February,11,1/01/2012
2013,Rio de January,February,12,1/01/2013
2014,Rio de January,February,116,1/01/2014
2015,Rio de January,February,36,1/01/2015
2016,Rio de January,February,16,1/01/2016
2017,Rio de January,February,34,1/01/2017
1998,Rio de January,March,0,1/01/1998
1999,Rio de January,March,0,1/01/1999
2000,Rio de January,March,0,1/01/2000
2001,Rio de January,March,0,1/01/2001
2002,Rio de January,March,1,1/01/2002
2003,Rio de January,March,23,1/01/2003
2004,Rio de January,March,4,1/01/2004
2005,Rio de January,March,7,1/01/2005
2006,Rio de January,March,8,1/01/2006
2007,Rio de January,March,27,1/01/2007
2008,Rio de January,March,2,1/01/2008
2009,Rio de January,March,5,1/01/2009
2010,Rio de January,March,10,1/01/2010
2011,Rio de January,March,7,1/01/2011
2012,Rio de January,March,20,1/01/2012
2013,Rio de January,March,9,1/01/2013
2014,Rio de January,March,38,1/01/2014
2015,Rio de January,March,23,1/01/2015
2016,Rio de January,March,16,1/01/2016
2017,Rio de January,March,10,1/01/2017
1998,Rio de January,April,0,1/01/1998
1999,Rio de January,April,1,1/01/1999
2000,Rio de January,April,2,1/01/2000
2001,Rio de January,April,2,1/01/2001
2002,Rio de January,April,8,1/01/2002
2003,Rio de January,April,11,1/01/2003
2004,Rio de January,April,3,1/01/2004
2005,Rio de January,April,1,1/01/2005
2006,Rio de January,April,8,1/01/2006
2007,Rio de January,April,9,1/01/2007
2008,Rio de January,April,2,1/01/2008
2009,Rio de January,April,1,1/01/2009
2010,Rio de January,April,10,1/01/2010
2011,Rio de January,April,12,1/01/2011
2012,Rio de January,April,12,1/01/2012
2013,Rio de January,April,9,1/01/2013
2014,Rio de January,April,25,1/01/2014
2015,Rio de January,April,24,1/01/2015
2016,Rio de January,April,45,1/01/2016
2017,Rio de January,April,12,1/01/2017
1998,Rio de January,May,0,1/01/1998
1999,Rio de January,May,7,1/01/1999
2000,Rio de January,May,5,1/01/2000
2001,Rio de January,May,4,1/01/2001
2002,Rio de January,May,4,1/01/2002
2003,Rio de January,May,1,1/01/2003
2004,Rio de January,May,0,1/01/2004
2005,Rio de January,May,11,1/01/2005
2006,Rio de January,May,4,1/01/2006
2007,Rio de January,May,2,1/01/2007
2008,Rio de January,May,0,1/01/2008
2009,Rio de January,May,37,1/01/2009
2010,Rio de January,May,6,1/01/2010
2011,Rio de January,May,17,1/01/2011
2012,Rio de January,May,18,1/01/2012
2013,Rio de January,May,16,1/01/2013
2014,Rio de January,May,20,1/01/2014
2015,Rio de January,May,21,1/01/2015
2016,Rio de January,May,30,1/01/2016
2017,Rio de January,May,15,1/01/2017
1998,Rio de January,June,3,1/01/1998
1999,Rio de January,June,8,1/01/1999
2000,Rio de January,June,14,1/01/2000
2001,Rio de January,June,13,1/01/2001
2002,Rio de January,June,13,1/01/2002
2003,Rio de January,June,13,1/01/2003
2004,Rio de January,June,19,1/01/2004
2005,Rio de January,June,16,1/01/2005
2006,Rio de January,June,19,1/01/2006
2007,Rio de January,June,3,1/01/2007
2008,Rio de January,June,4,1/01/2008
2009,Rio de January,June,33,1/01/2009
2010,Rio de January,June,7,1/01/2010
2011,Rio de January,June,33,1/01/2011
2012,Rio de January,June,14,1/01/2012
2013,Rio de January,June,17,1/01/2013
2014,Rio de January,June,54,1/01/2014
2015,Rio de January,June,33,1/01/2015
2016,Rio de January,June,37,1/01/2016
2017,Rio de January,June,68,1/01/2017
1998,Rio de January,July,21,1/01/1998
1999,Rio de January,July,14,1/01/1999
2000,Rio de January,July,22,1/01/2000
2001,Rio de January,July,57,1/01/2001
2002,Rio de January,July,17,1/01/2002
2003,Rio de January,July,42,1/01/2003
2004,Rio de January,July,23,1/01/2004
2005,Rio de January,July,20,1/01/2005
2006,Rio de January,July,54,1/01/2006
2007,Rio de January,July,15,1/01/2007
2008,Rio de January,July,14,1/01/2008
2009,Rio de January,July,56,1/01/2009
2010,Rio de January,July,55,1/01/2010
2011,Rio de January,July,121,1/01/2011
2012,Rio de January,July,50,1/01/2012
2013,Rio de January,July,58,1/01/2013
2014,Rio de January,July,62,1/01/2014
2015,Rio de January,July,74,1/01/2015
2016,Rio de January,July,131,1/01/2016
2017,Rio de January,July,70,1/01/2017
1998,Rio de January,August,21,1/01/1998
1999,Rio de January,August,88,1/01/1999
2000,Rio de January,August,34,1/01/2000
2001,Rio de January,August,129,1/01/2001
2002,Rio de January,August,184,1/01/2002
2003,Rio de January,August,191,1/01/2003
2004,Rio de January,August,74,1/01/2004
2005,Rio de January,August,98,1/01/2005
2006,Rio de January,August,79,1/01/2006
2007,Rio de January,August,189,1/01/2007
2008,Rio de January,August,19,1/01/2008
2009,Rio de January,August,91,1/01/2009
2010,Rio de January,August,316,1/01/2010
2011,Rio de January,August,250,1/01/2011
2012,Rio de January,August,72,1/01/2012
2013,Rio de January,August,74,1/01/2013
2014,Rio de January,August,199,1/01/2014
2015,Rio de January,August,158,1/01/2015
2016,Rio de January,August,241,1/01/2016
2017,Rio de January,August,164,1/01/2017
1998,Rio de January,September,44,1/01/1998
1999,Rio de January,September,192,1/01/1999
2000,Rio de January,September,16,1/01/2000
2001,Rio de January,September,60,1/01/2001
2002,Rio de January,September,45,1/01/2002
2003,Rio de January,September,166,1/01/2003
2004,Rio de January,September,205,1/01/2004
2005,Rio de January,September,46,1/01/2005
2006,Rio de January,September,197,1/01/2006
2007,Rio de January,September,223,1/01/2007
2008,Rio de January,September,132,1/01/2008
2009,Rio de January,September,90,1/01/2009
2010,Rio de January,September,353,1/01/2010
2011,Rio de January,September,510,1/01/2011
2012,Rio de January,September,172,1/01/2012
2013,Rio de January,September,117,1/01/2013
2014,Rio de January,September,318,1/01/2014
2015,Rio de January,September,85,1/01/2015
2016,Rio de January,September,195,1/01/2016
2017,Rio de January,September,728,1/01/2017
